Dataset,Row ID,Hate_Speech,Counter_Speech,Target,Target_2
Multi_CONAN,4701,"Women are basically childlike, incapable of critical thought and emotions, unable to form complex and long-term plans.","The theory of the feminine gender as a ""limiting factor"" in human development has been around for a long time but it is not accepted by scientific and medical literature.",WOMEN,
Multi_CONAN,4702,"Women are basically childlike, incapable of critical thought and unable to form complex and long-term plans.",This is not necessarily true. Women are often characterized as being very rational.,WOMEN,
Multi_CONAN,4703,Africans have no right to speak their language and are incapable of establishing a complex civilisation such as ours.,"Every human being has the right to choose how to live and to speak their mother language, and that's all.",POC,
Multi_CONAN,4704,Afro-Caribbean has no right to speak in the United States Congress.,Why should they? There are many Afro-Caribbean people in the US politics. There are many others who have worked very hard to get here.,POC,
Multi_CONAN,4705,"Asian immigrants are taking over, and they steal our jobs.",What do you mean by 'taking over'? Are immigrants from countries like India or China being forced to leave their country? Are they being forced to do the jobs that were once reserved for us and that now we despise?,other,
Multi_CONAN,4706,Mentally disabled folks are completely useless.,"They are at least to be considered human, they have to be treated as such. Why is a mentally disabled person an inadequate person to you?",DISABLED,
Multi_CONAN,4707,"If the disabled can't vote, then they can't have any rights.","There are many people who do not exercise the right to vote, but this does not mean they havre no rights.. Surely it is the most vulnerable members of society that most need us to secure their rights?",DISABLED,
Multi_CONAN,4708,"If the disabled can't vote, then they can't have any rights.","It is not true that they can't have the right to vote, because they are allowed to vote, regardless of their impairment.",DISABLED,
Multi_CONAN,4709,"Mentally disabled folks deserve to be attacked, used, beaten.","It is difficult to imagine doing this to the meanest person in the world, let alone someone with mental disabilities that are not their fault.",DISABLED,
Multi_CONAN,4710,Mentally disabled people are like monkeys. They should be kept in a mental institution.,"Since we are comfortable with animals in our society, we should consider whether it is fair to put mentally disabled people in a cage like this. Or would you consider disabled a bigger risk even than some aggressive dog breeds that can circulate freely?",DISABLED,
Multi_CONAN,4711,There is something wrong with gays. It is their business.,"It is not true that gays are bad people. In many countries it is not openly gay people who are the problem, instead it is some people who often target and abuse them.",LGBT+,
Multi_CONAN,4712,"If you have Down syndrome you are a freak, you are a fraud and a thief.","It is not true that people with Down syndrome are thieves and bad people. In many countries they can get jobs, and even get promoted. You should go check the definition of discrimination in the dictionary.",DISABLED,
Multi_CONAN,4713,Mentally disabled folks should be taken advantage of.,It is the duty of state authorities to ensure all are protected. Everyone with a diagnosed mental illness or physical impairment will benefit from such a policy.,DISABLED,
Multi_CONAN,4714,"The disabled should be isolated, especially autistics. They should not be allowed to have contact with others with disabilities.","Disabled people have been shown to be less likely to develop problems by keeping in contact with others with autism spectrum disorders. So, being in touch with others on the autistic spectrum might be good for their mental health.",DISABLED,
Multi_CONAN,4715,The disabled should be isolated.,"The conditions for people with disabilities, i.e. being forbidden to have contact with others is facilitated by the social stigma. The existence of a ""social stigma"" against the ""disabled"" is evidence of the problem of inequality.",DISABLED,
Multi_CONAN,4716,Mentally disabled folks are criminals.,"There are a variety of intellectual and creative disabilities, and they are not crimes. How can you say otherwise?",DISABLED,
Multi_CONAN,4717,Mentally disabled folks are criminals.,Mental disabilities can be understood and accepted: you will see that disabled are not criminals.,DISABLED,
Multi_CONAN,4718,There are disorders that hinder the ability to give opinions.,There are people with intellectual disabilities who are able to give an unbiased opinion. That's why their education is important.,DISABLED,
Multi_CONAN,4719,"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",People are free to think what they want. What is required is that they act in accordance with the rule of law.,DISABLED,
Multi_CONAN,4720,Disabled people do not want to work because they are unable to. We should take decisions on their behalf.,Are you really saying that a person's ability to work is the issue here? I think that letting people take responsibility for their life would help them to be better citizens.,DISABLED,
Multi_CONAN,4721,Mentally disabled folks can't speak.,They have their own ways of communicating. I'm sure they can explain themselves in more detail than many of us.,DISABLED,
Multi_CONAN,4722,Mentally disabled folks can't speak.,Mental health and disability care should be a priority.,DISABLED,
Multi_CONAN,4723,Mentally disabled folks can't speak.,Mental health and disability are quite separate issues and should be treated according to the individual's needs.,DISABLED,
Multi_CONAN,4724,Mentally disabled folks have no understanding.,"You are wrong, they can understand the degrading treatment and derogatory speech towards them.",DISABLED,
Multi_CONAN,4725,Mentally disabled people have it so easy.,"Sorry, what do you mean by ""have it so easy""? They are in need of specific help, and it is right to provide it, as we would do for people in other categories.",DISABLED,
Multi_CONAN,4726,"We don't discriminate, but disabled persons are lazy.","Despite what you may hear, there is no 'lazy person's lobby'. Instead, there is evidence that discrimination is a problem in the UK. All people have the right to be treated as equals in society, regardless of their ability.",DISABLED,
Multi_CONAN,4727,Being gay is not normal nor healthy.,"Homophobia is a problem all around the world, it's harmful to the whole of humanity. This is why it is important that we all accept each other, and that we all are non-judgmental.",LGBT+,
Multi_CONAN,4728,Physically disabled folks are also mentally disabled.,"I don' hear anyone asserting this, its just something that you choose to spread. What is your evidence?",DISABLED,
